id,label,category,text
1095621473736278017,spam,conversation,@OceaneVlg_ On va dire sa
1095621473765597184,spam,conversation,"@ROGAAAJJ Lorsque l'OMS avait intégré l'addiction à la CIM-11, j'avais interrogé ma partenaire médecin.

Sans surprise, les critères sont bien spécifiques à l'addiction et la réaction communautaire relevait plus de l'aspect critique que d'une opposition réfléchie sur le sujet."
1095621482154246144,spam,conversation,"@marynedandlo Elle a défendu son ex quand il disait ""I don't vibe with queers"" un truc comme ça et elle a utilisé le T word plusieurs fois, quand on l'a call out elle a dit que c'était pas transphobe (si je dis pas de bêtise, j'avoue m'être jamais trop intéressé à elle mdr"
1095621486344310785,spam,conversation,adopter c'est mieux qu'acheter un animal
1095621494737121281,spam,conversation,"Pour commencer je tiens à préciser que j’ai une amie en situation de handicap qui participais à la sortie, elle avais bien évidement demandé si tout était accessible pour son fauteuil. c’étais ok"
1095621494724612096,spam,conversation,"tu n'est qu'une sombre merde , soutient à Christophe"
1095621498910461952,spam,other spam,J’ai fait mon bingo ( wsh @naturalBmallory ) https://t.co/kvRW1DVFeL
1095621503104749568,spam,conversation,@LeRaph4k @Xboxlivefr J’ai mauvais goût. Mais la musique défonce en effet.
1095621515708633088,actualité,actualité,Vélingara : Un jeune se sacrifie https://t.co/Qa27UiY7S9 https://t.co/QOKyiMhzAc
1095621528258072577,spam,conversation,@MalyaFlitti @Links_eyes @kejsarinnaa @1BordelNameless mm sans s etre fait violé il y a rien de drôle !!
1095621536650854400,spam,conversation,@Geof0710 Bouhhhhhh 😔
1095621545052065793,spam,conversation,"@MGrossiord Vous n'avez eu que 2 parents ? Jésus en a eu 4 : Joseph , dieu , le saint esprit , marie vierge enceinte"
1095621553428090886,spam,conversation,@Noemie496 Remontada t'as oublié...
1095621570201042944,spam,conversation,@DPRRBLOO mais wtf j'en ai mm pas un peu entendu parler c quoi cdélire
1095621578598109185,actualité,reaction,"J’étais passé à côté (merci Laurence) dans tout ce tumulte #LigueDuLol. De tout ce que j’ai lu, voilà le seul texte d’un des bourreaux qui me paraît être à la hauteur, sans détours ni circonvolutions. Une leçon pour les Glad, Hervaud ou autre Doligé ; qu’ils la retiennent pour"
1095621595396300800,actualité,actualité,"Quatre moutons tués à Lommel, probablement par un loup https://t.co/P4FwpsAYLb"
1095621620570439680,spam,publicité,RDV le 28 février ! https://t.co/FQFyTAEsux
1095621628942319617,spam,conversation,Elle devrait me soutenir au lieu d’en avoir rien à foutre j’aurai eu tellement besoins d’elle en se moment....
1095621628958957568,actualité,actualité,France: le gel du tarif réglementé de l'électricité devra être rattrapé https://t.co/pxN2LNhAgA … https://t.co/HzcO7QkGVO https://t.co/1eCpvn03cC
1095621666674233346,spam,conversation,"#DocTocToc J'ai une patiente qui déménage à Metz, un généraliste à lui conseiller? 
Merci pour vos MP"
1095621670881189888,spam,conversation,@hpiedcoq @maitrevourge Perso j'ai un peu ce problème avec tout francophone vivant au sud de Lyon.
1095621670872723456,spam,conversation,Nouvel article soon on  👉🏾 https://t.co/dws48u5nNK  ✍🏾
1095621708613144576,spam,conversation,"salut j’me fais chier, j’ai l’impression d’être au facebook à faire ça mdr, petite nostalgie : https://t.co/SSNA7R9bsu"
1095621712845172736,spam,conversation,@Seroths C'est cadeau je te les laisses 😂
1095621712819957761,spam,conversation,"13 février. Veille de Saint Valentin. 
Les roses sont plus chères que l'essence.
Tous les restaurants sont réservés et complets.
Les bougies sont en rupture de stock partout.
Les ""swipe"" vers la droite augmentent de 55000%."
1095621729588699137,spam,conversation,@ULTIMATERPE Sure rosie
1095621733816639488,spam,conversation,Je veux qu’on me réveille tous les matins comme ça
1095621754788163584,spam,conversation,@bloodywinters l’amour fou.
1095621758982541314,spam,conversation,"@francoisdenat @henni_mo Rooooooo #headshot!
C’est légal ça🤔 https://t.co/guHRy9W4hh"
1095621763164262400,actualité,actualité,Pour lutter contre « la valse de nos cerveaux zappeurs » ? L'art du mashup est prometteur https://t.co/epuksAGb2H via @LADN_EU
1095621775751299072,actualité,reaction,"« Gngngn Bigard c’est un beauf, il fait l’apologie du viol, il est trop vulgaire... »
Il est peut être vulgaire etc mais en attendant il a qd même dit ça un jour donc lisez et arrêtez de dire dla merde un peu🙏🏼 https://t.co/qeCQNrGwLl"
1095621796714475526,spam,conversation,@gamerpencil @ReynCampbell iLMS spa
1095621826074546177,spam,conversation,@YRoszewitch @DILCRAH Et toi le rapporteur qui veut faire du buzz. T es minable. Si tu ne montre pas ça le message passerait inaperçu. Genre à faire un selfie devant un mort
1095621842856013824,spam,conversation,@Romeo_Prod Magnifique ! Oh oui ça serait génial ! 💕
1095621851240378368,spam,conversation,Julien réveille toi bordel c’est moi la femme de ta vie
1095621855438925825,spam,conversation,@KakapoQueen tu étais clairement dans les nuages :3
1095621863823368193,spam,conversation,"mais merci, rien à rajouter"
1095621868034408450,actualité,reaction,Va falloir passer les tweets des trottineurs au tamis. Grille très fine.
1095621880579584000,spam,conversation,Aucun rapport
1095621893191860224,spam,conversation,Ça peut servir 😏 https://t.co/cMJQgI8DnE
1095621897394552832,spam,publicité,"📢@IDFEnergies recrute ! 2 profils :
- Un Chef de projet rénovation énergétique en CDI https://t.co/c45GmCJ7LU
- Un Architecte en CDD https://t.co/y7ceKsFLPH
1,2,3 Postulez !"
1095621918361817088,actualité,reaction,"Je corrige le titre ""Quel produit a la date de péremption fixée de manière la plus aléatoire au doigt mouillé?"".

Quels produits périmés peut-on manger sans danger pour la santé? https://t.co/1ySJaY0OgP via @20minutes"
1095621943506677760,spam,conversation,"@marcomaximo020 Des barres ils ont l'air vachement supérieurs tous les castaner, les valls, les copé..."
1095621947705180161,spam,conversation,@LCP @NBelloubet @MathildePanot Belloubet la femme aux boulettes😁
1095621968680767488,spam,conversation,@AcelPark @Chi13619460 @prettychoongjae j/ung y/unho // t***vxq
1095621968659914753,spam,conversation,Classique
1095621989669236737,spam,conversation,Je rentre au bon moment moi https://t.co/trPiIIuEHb
1095622023190065152,actualité,reaction,libe: RT LibeLivres: Les Pages jeunes : « Keep Hope » de Nathalie Bernard et Frédéric Portalet ETMagnier https://t.co/GpXNyqPveS
1095622027388616705,actualité,reaction,"Un récit à la construction impeccable, passionnant, bouleversant et troublant.
L'empreinte d'Alexandria Marzano-Lesnevich @SonatineEdition 
https://t.co/40OK85pmvx https://t.co/F1EHRR3TXi"
1095622035773050880,spam,conversation,@MiisterAsK Les 46 personne venez me follow ayyyy je follow back direct
1095622044170027008,spam,conversation,"Hyundai Santa fe
Prix : 4 000 000,00 cfa
Ville : Pointe-Noire
Hyundai Santa fe boite manuelle climatisé irréprochable intérieur et extérieur mécanique générale en état moteur jamais touché... https://t.co/NCFKLOfEq8"
1095622060964016129,spam,conversation,"@tericcabrel Je crois que c’est stratégique!

C’est plus facile de changer dans un environnement où les autres n’exigent pas moins de vous que le meilleur."
1095622069331656705,actualité,reaction,"Avec les nouveaux formulaires scolaires avec « Parent 1 et 2 »,  de sérieux problèmes se posent 🧐 Qui est 1? Qui est 2? Le 2 accusera le 1 de suprématie numérale. A prévoir après l’illustre loi sur la fessée, une loi pour prévenir les éventuels accrochages entre les partenaires."
1095622073542684674,spam,conversation,Allant de « t’as du piment dans ton assiette » à « ta mère n’a pas de doigts de pieds ». Et plus elle réagit mal plus c’est no limit. Je pense qu’avant leur 16 ans il lui fait croire qu’elle est adoptée allant même jusqu’à produire un faux certificat.
1095622073546723328,spam,conversation,@SatanicGirll_ Ça peut aller merci et toi ?
1095622144824872961,spam,conversation,"Résumé ils vont chercher des votes dans les communautés religieuses sauf catholiques, dans les prisons , dans le lobby LGBTQ , dans les associations anti racistes 40 ans que ça dure Un pays de Morales ne donne pas de Travail 
Voter en fonction de vos priorités !"
1095622149052743682,spam,publicité,"Vous connaissez l’@lafaep ? 
C’est la fédération des associations étudiantes picardes!

Alors allez vous renseignez sur leur site ou page Facebook les Swappers ! 
https://t.co/gMgKzJeQH2
https://t.co/b1DM4EDvfP
En plus on vous partage leur code VIP, utilisez le: ASSOFAEP https://t.co/t3ISNzJq8B"
1095622153242902528,spam,conversation,"@acylr_ @LimbourgDenjean @RomGosse @moicmath Et je soulignais que ce n'est pas dommage, mais une décision politique consciente. Les interventions de la police sur les campus l'an dernier témoignent d'un réel changement dans la conception de ce qu'est une université... Et ce n'est pas vers plus de citoyenneté."
1095622174193389568,actualité,reaction,@Claude2mougins Bravo! Un jour aussi les femmes en #Iran seront libres de s'habiller comme elles le veulent. C'est pour ça qu'elles sont de toutes les manifestations contre la dictature religieuse en place.
1095622182569459712,actualité,reaction,Putain jusqu’à les ours polaires ils font les poubelles comme des SDF alors qu’ils étaient sur terre avant nous ça m’écœure
1095622195190091776,spam,conversation,@Sdchachaze Je me rappel quand j’étais chez la nounou avant de pouvoir rentrer en petite section donc j’avais 2 ans 😦😧😮😲
1095622199359258624,spam,conversation,tlm vient me le dire ralalala
1095622203570339840,spam,conversation,@otine64 Oui.. C'est nul... Mais eux ont moins se donnent... Nous faut pas regarder la défense...
1095622270679162880,spam,conversation,Je vais enfin avoir mes extensions de cils!! 💃🏻
1095622287443873793,spam,conversation,@Oceaneprrn ccccc une plaisanterie ?????
1095622295819898880,spam,conversation,@DiloninJapan Il avait été gratuit sur le live un moment
1095622304221020160,spam,other spam,"Vous allez croire j'ai la grosse tête mais jveux chanter rapper et danser so main dancer, main vocal, second rapper"
1095622316791222272,spam,conversation,@kperraul @NassiraELM Des catégories quoi? T’as affaire à du bloggueur là mon pote
1095622346180841472,spam,conversation,@Melouch19 Toi parle mieux ^^
1095622354561052672,spam,conversation,https://t.co/HIuLMOaptl faut arrête de faire les moutons des médias renseignez-vous un minimum.
1095622358759550976,spam,conversation,"Les voitures se consuisent toutes seules, les robots qui tombent sont capables de se relever, on envoie des gens dans l'espace"
1095622358755430400,spam,conversation,DEUS ME DIBRE
1095622367127224321,spam,publicité,"Vous avez encore manqué The Bees avec le titre ""Horsemen"" ? La prochaine fois écoutez #PoptasticRadio https://t.co/5YOOkRDsuR 100% #RockAnglais #RadioRock https://t.co/cx6QHd9h0i"
1095622375532625925,actualité,reaction,"@ericbrunet Ne mettez pas tout sur le dos des GJ c lourd, le 1er responsable de cela est le gouv. Les commerçants, artisans etc. crèvent de payer des charges à gogo de tous les cotés et souvent ils en arrivent à cesser leur activité alors qu'ils ont des clients mais trop de taxes."
1095622383925452801,actualité,reaction,Le rôle du cahier des charges dans un projet #digitallearning https://t.co/twat5NN0Rk
1095622396495781889,spam,conversation,Ta fait quoi se soir? — Je suis sortie https://t.co/EbK8TDYCQo
1095622396504100864,spam,conversation,La sortie de balle qui amène le but à 1:30 😍
1095622434265419778,spam,conversation,"@ThmsJck WOW, comment écouter ""Comme un boomerang"" ça me rappelle des souvenirs de ouf à base de karaokés avec les Originaux !

Hashtag TA TA TAaa"
1095622442637295617,spam,conversation,Y'A UN MEC IL M'A APPELÉ POUR DES COURS A L'ÉTRANGER J'AI TELLEMENT PANIQUÉ DE DEVOIR PARLER TOUT SEUL QUE J'AI FAILLI RACCROCHER 😭😭😭😭
1095622446819037184,spam,conversation,"Jdois partir au cours dans 25 min ... je sais meme pas si le cours est maintenu de base , si y aura des gens ou si jvais juste me baladez car le batiment m’avais manqué x)"
1095622451013345280,spam,conversation,"@MaximeMullot L'initiative est formidable, des années que j'attends que ça se popularisé en France (même si je fume pas)

Mais franchement, comparer le rock et le rap, c'est débile, ya aucun rapport je trouve. Pas comme c'était des des équipes"
1095622459431243776,spam,conversation,Pour toi* y’en a elles sont gourmandes
1095622467794685952,spam,conversation,@gabar4el Putain ouais
1095622472010031104,spam,conversation,@Apriloow @yasminehaha coup dur pour mathilde
1095622476195921922,actualité,reaction,"@Larsaine @stopwarplaylove Mais il ne reste plus qu’une minorité qui serait assujéti à l’ISF!!! Pour vs c’est tout à fait normal que l’on soit que 40% à payer l’IR, cela ne vous gêne pas!? eh bien moi ça commence à devenir insupportable! C comme la carte vitale qui est devenu le pouvoir de dépenser !"
1095622497142259712,spam,publicité,"🏔️ Le MuMo ouvre ses portes pour découvrir les œuvres de l'exposition ""Et ils rêvent, le nez en l'air, de brillants paradis..."" conçue par le frac_auvergne. Nous vous attendons sur le… https://t.co/mSYqCPvbmH"
1095622534899384320,spam,conversation,@doolsetbangtan @busansfairies @BTS_twt Prince of Gwangju 😍✨ https://t.co/VmOE4949tr
1095622551676600320,spam,conversation,bientôt tu risques de comprendre d'où vient le problème https://t.co/wzeVlAjJUT
1095622564276256768,spam,conversation,Départ pour l'Asie ce soiiir 🇸🇬🇲🇾🇹🇭
1095622593644773376,spam,conversation,"@Fiichty @Elsadorable_ @salanderanagram Sur Paris j'ai rien du tout non désolé, bon courage pour tes recherches !"
1095622597839151105,spam,publicité,"@SinnerSinners Salut! 
On organise des événements rock/métal sur Paris
N’hésitez pas à venir checker les évents sur notre compte Facebook ou Twitter 🤘"
1095622606198325248,spam,conversation,@doucement301 Chacun de nous porte plusieurs visages et aucun n'est le seul vrai.
1095622622988169216,actualité,actualité,"UniversFreebox : Free annonce un lancement réussi pour la Freebox Delta et ""le début d'un nouveau cycle de croissance et d'innovations"" #fai https://t.co/77ILJe7Zma"
1095622622996393984,actualité,actualité,"Barça: Rakitic, un gros problème en vue... https://t.co/DyoHmwrCUF https://t.co/kGefuyxFjk"
1095622623000555521,actualité,actualité,"via @PerilofAfrica  Audiences TV : «La Stagiaire», sur France 3, en tête https://t.co/aQ6VZKXgZw https://t.co/cw0mH2I1VO"
1095622639786299393,spam,publicité,Rejoignez-moi pour profiter d'appels gratuits sur @TalkUApp! #freechat #freenumber https://t.co/3zlQIyudYL
1095622648149757952,spam,conversation,@FourmiOnee Jcomprend pas
1095622648158191616,spam,conversation,Sur son compte ça fait une suite nfkfldks https://t.co/fm30XQggVC
1095622652369272832,spam,conversation,@laspapayas_17 @sarahmghr Parfait 😂😂
1095622660728459270,spam,other spam,@RemyBuisine Pour en savoir plus...
1095622664952168448,actualité,actualité,El Watan - Pêche : La loi redéfinit les conditions de vente et d’achat du corail https://t.co/y7vgNjPLnn
1095622690096975872,spam,conversation,"On n'est en 2019,et ils y'en n'as ici sont devenues des Amishs...mdrr..ben déménager en Amérique, et allez dans cette communauté et fermez vos gueules 🖕🏻"
1095622690101186561,spam,conversation,"mon père je défile ma tl il regarde par dessus mon épaule il fait ""aahh insta.."" je l'ai même pas corrigé twitter est le seul réseau qu'il n'a pas envahi"
1095622690113798144,spam,conversation,@Demonsefarade @Rutha_QLF @TTT_JVC Au pire si ça flop tu peux toujours tenter d'être dans le viva Israël 2.0 avec whozz et spra https://t.co/ilPfIPjUKz
1095622702684090368,spam,conversation,@styIhs mais oui elle veut rien entendre😤😤
1095622715271274496,spam,other spam,"@Caribou67156680 @Stanisl65229683 @Bronson4749 @LCI Il peut rester 7 heures sans pisser , il utilise les ""antifuites"" de Brigitte parait-il ."
1095622723643080704,spam,conversation,@Hardisk Niveau carrence ça se passe ?
1095622723642912768,spam,conversation,@exokonami Noise pollution hahahs
1095622736217587712,spam,conversation,@Zico_10_ G PEUR MA COUILLE !
1095622748838219776,spam,conversation,@DroitMeme @yap_jpd si elle passe par là elle comprendra tu penses?
1095622761421172736,spam,other spam,"HOY #Ligue1Conforama:

19'00 -&gt; SM Caen vs FC Nantes y Saint-Étienne vs RC Strasbourg."
1095622773974671360,spam,publicité,VILLA de 396 m² sur 12700 m² de parc ayant une vue impressionnante https://t.co/vdhxzyQHtL
1095622786553397248,spam,conversation,Ah la vie https://t.co/dbRB9OPCtP
1095622799157280768,spam,conversation,@ValentinChenard joyeux anniversaire ☺️
1095622815913558016,spam,conversation,"@ZakiaKhattabi La pire et tellement banale réflexion misogyne en dehors des grossièretés : ""Vous les femmes, vous ne savez pas garder la tête froide, vous êtes toujours dans l'émotion"" blablablablablabla 😤🤮 avec le petit sourire paternaliste qui va bien..."
1095622836914405378,spam,conversation,@___andrreaa @Ghettoyouth697 Wesh c’est calme c’est qu’une musique tiote 😂
1095622841112977408,spam,conversation,@gwendoSta @AssembleeNat Ils vont faire une cagnotte et un Ferrandthon ?
1095622862050938880,actualité,reaction,"D'ailleurs, il ne débat pas.
Pas d'écoute, monopole de la parole.
Aucun sens"
1095622866245246976,spam,conversation,Arrêt+ vacances= la merdeeeeee
1095622866278723586,spam,conversation,J'en connais une qui va déclaré sa Flamme a la Saint-Valentin #SmashBros #SmashBrosUltimate #NintendoSwitch #MomentSmash https://t.co/duovK1Veyz
1095622870464643074,spam,conversation,je doit faire mon costume
1095622874646396929,spam,conversation,"1 SMG Dispo pour La @SFCO_eSport de Février ticket Déjà réserver Xp Lan Svp No Random test Compo 18h 
@Cherche_1Groupe 
Rt Svp"
1095622908217577472,spam,conversation,@MohSofHakzz Et encore la deuxième il doit la mettre :-)
1095622924961267713,actualité,reaction,"@PureTele Ah la vache la police turc qu'est ce qu'elle est anti-démocrate, et je ne sais pas qui a fait le doublage mais c'est vraiment bien fait ! La police française est tellement républicaine, si peu corporatiste et toute puissante qu'elle ne pourrait jamais avoir ce genre d'agissement."
1095622937544179712,spam,conversation,@Kiralyne_ C'est ce dont le tweet parle skzkjajaa ils vont faire une série sur Cassian 😭
1095622937560928256,spam,conversation,Je VeUx VoIr ToN vIsAGe !!! @IndaiMaimouna
1095622945966354433,spam,conversation,Victor depuis que je lui est appris à parler le lingala les messages de bon matin ça y va unh😂💕
1095622966942068737,spam,conversation,A mediter chez BFN  LCI  CNEWS FRANCE INFOS
1095622987884253185,spam,conversation,@SteviBe06 Visiblement 😅 impressionnant
1095622996302155776,actualité,reaction,"Donc encore 1 taxe qu’annonce #MichelDelpuech haut fonctionnaire préfet nommé par @EmmanuelMacron qui vit sr notre dos,  va devenir collecteur exploitateur ds embouteillages ds carrefours pr faire payer 90€ de PV et remplir la caisse de l’état #impôtdéguisé @EPhilippePM  #GGRMC"
1095623000487915522,spam,publicité,"On sait que votre peau a de plus en plus besoin d'hydratation !
Peaux mature délicates sensibles et fragiles voici votre bonheur ! 
L'EAU RÉ-ÉQUILIBRANTE : Calmante, Adoucissante et… https://t.co/0AqqaOOBPw"
1095623013071028224,spam,conversation,@MiisterAsK Je follow back
1095623017256968192,spam,conversation,"Moui, m'enfin vous jugez quand même vachement fort ce que les autres font sous la couette, hein ... 😏"
1095623034025754625,spam,conversation,Gratin de légumes à la feta https://t.co/BNtguArOP8
1095623034034143233,spam,conversation,Pourquoi j'oublie la moitié d'un mot moi
1095623050798731265,spam,conversation,@AlexCatoune @CaroleQuintaine @JulienChieze Alors même que d'autres témoignage de la ligue du lol appuient bien sur le fait que l'anonymat conservé est une des éléments qui peut éviter aux victimes de morfler (cf Daria Marx) et que se faire afficher sur Twitter par des gros comptes au contraire fout bien le bordel
1095623059187343360,spam,conversation,@bolina_bolina83 Lool ça se voit que c'est juste pour la vidéo 🙄
1095623063411064833,spam,conversation,@fifi_dh Je suis là.... tjrs pour toi 💋
1095623080163057666,spam,other spam,@carterforva VoTe MaNiPuLaTiOn
1095623084353167360,spam,conversation,@lou_trnz tranquille j'te pardonne😭
1095623143086010368,spam,conversation,"@FortniteFR Je passe de 200 à 400 ping , puis sa monte à 800 , redescend à 600 ca bug  !!! Le système de ping de Apex Legends est 20 fois mieux que le votre ! (Mais votre jeu reste meilleur)"
1095623143069237250,actualité,reaction,@GG_RMC Ah bin bravo.....pour un prof chargé d'instruire nos enfants belle mentalité.
1095623147288756224,spam,conversation,@soyouz_trashcan Aw le pauvre XD
1095623147263537152,spam,other spam,"@AnibaldeJesus12 Que ron
Ron Don Q"
1095623155656335360,spam,conversation,@Le_Phoulo Il a fait comment et c’est toujours lui qui a différent avec le banc partout où il passe? C’est ça aussi on appelle vaurien
1095623164074299392,actualité,reaction,"Le discours de Genesio montre bel et bien que la culture de la gagne s’en est allé à Lyon. 
J’espérais qu’en interne, malgré la com, ils avaient tous conscience de l’anormalité de notre saison. Mais s’il s’était fait brasser pour ses résultats il aurait jms osé ce genre de sortie"
1095623164057608198,spam,other spam,mds quero
1095623172441997313,spam,conversation,@r_medias Je peux te le confirmer 😉
1095623176653029376,spam,conversation,G toujours pas regarder l’épisode de one piece
1095623205983784961,actualité,reaction,"@artlitjonas1 @RTenfrancais raciste,fasciste,homophobe,antisémite manque plus que pédophile et le compte y est .Ou comment diaboliser les français Gj...et le pire,c'est qu'y vraiment des gens qui le croit"
1095623210199146496,spam,conversation,@mauduuuus Merci mon cœur toi aussi je t’aime ❤️
1095623235369160704,spam,conversation,@Cristiano tu es le meilleur joueurs dû monde
1095623243766120448,spam,conversation,50go pour 12e et merci
1095623247960236032,actualité,actualité,Les CFF veulent mieux indemniser les usagers en cas de retard ou d'annulation des trains. Voici ce qu'ils pourraient devoir payer. https://t.co/VO7iOc8wUp
1095623252125204482,spam,other spam,"J’ai pas fini d’évoluer. 
Mon mantra c’est “wait and see”
Je m’inquiète pas je crois au karma"
1095623273122013184,spam,conversation,Plus jamais
1095623315048353792,spam,conversation,"@DieuSteak @MisandrikWitch @paietonreloud Tiens, si tu veux dépasser le niveau du ""oh le con"", vas lire ça c'est cadeau https://t.co/kjuIOSm1zu"
1095623336003022848,spam,conversation,Ok c’est une blague mais il rigole sur le fait qu’une femme c’est fait violé
1095623352792674304,spam,conversation,@eli_drd et ta graisse au ventre on en parle grosse pute?
1095623365367345152,spam,conversation,@Isaacbadi2 @damkup @fatshi13 @VitalKamerhe1 @DiplomatieRdc Le fanatisme tue et fait de certaines personnes des adorateurs de dieux Égyptiens.
1095623424095985665,spam,other spam,copper foil https://t.co/BmRsmq1tB2
1095623432493064192,spam,conversation,yainteret il début
1095623432488787969,spam,conversation,Et moi bientôt 70 et toujours pas de médicaments 😉😉😜😜
1095623432497254400,spam,conversation,cet enthousiasme😭😭
1095623436695732224,spam,conversation,@CommentJmapp Va falloir s’habituer😭
1095623445063393281,spam,conversation,"@Kayane Très belle ville Fukuoka, ce fut une bonne surprise pour moi car je ne m'attendais pas à y trouver autant de diversité, le moderne laissant de la place au traditionnel. Pas mal de choses à voir ! Bon séjour à toi et bon tournoi bien sûr."
1095623457658810368,spam,conversation,"@Dombili33 @fentikon Tu dégoûtes, je met fin à notre amitié"
1095623466047414273,spam,conversation,@momofunel Ca c'est parce que t'es ascendant depression mdrrrrr
1095623470224941056,spam,conversation,@Pr1nceSSConnaSS @fatadecaro @Mam_Mina @cynorrhodons @kindiaFi Je vais tous vous latter avec Michel Vedette
1095623474448687109,spam,conversation,@LeJimmyLabeeu C'est quoi Twitter ?
1095623487002152962,actualité,reaction,"@GLBouchez @PaulMagnette Mais dites moi, la taxe de 0,15% sur les comptes titres de plus de 500.000€ ce n’est pas déjà une taxe sur les riches? Car pour moi ça y ressemble très fortement! Après Mr @PaulMagnette vous pouvez aussi proposer de taxer les loyers, non?"
1095623491204853760,spam,conversation,@nateklain C’est vrai
1095623495394955264,spam,conversation,@astyxe @Miguellodrt Ta grand-mère la pute si t’as une meuf dans 100% de cas elle doit nous connaître
1095623516370755585,spam,conversation,"Depuis le 20 décembre, l'État doit à la Seine-Saint-Denis : 399 310 471 €
Je soutiens la Seine-Saint-Denis !
#EgalitéSSD93 #college"
1095623520552402944,spam,publicité,The Division 2 entrera en beta ouverte le 1er mars https://t.co/jVT68KYttO https://t.co/UhIKZMOLfz
1095623528974569472,spam,conversation,"Insta y prennent la confiance de ouf déjà y mettent les insta en anglais et mtn ils se permettent de nous retirer des abonnés. J’ai perdu plus 1,5K wsh!"
1095623537350594560,spam,conversation,"@fnac @FnacVousAide
Vous parlez d'une erreur technique ? L'article est resté plusieurs semaines à ce tarif là sur votre site !
Je vous avais d'ailleurs contacté à plusieurs reprise par téléphone ou via les réseaux sociaux et en aucun cas on m'avait annoncé que c'était une erreur. https://t.co/6jrVoiwQho"
1095623541528186881,spam,conversation,"c’est toi dans ce monde de fou, je le sais c’est tout."
1095623545739198464,spam,conversation,@MariieB04 Je t’aime ❤️
1095623562495434753,spam,conversation,"@jonhdurden Très bien, dans ce cas nous vous laissons entre leurs mains. Bonne journée 🙂
 Tabatha, CM RED"
1095623566727491585,spam,conversation,"@Mat_Grapeloup @catbizz13 Ils vivent dans un monde qui n'existe pas. Nous vivons dans le monde réel, aussi moche soit-il parfois."
1095623617025638400,spam,conversation,Une réflexion nécessaire sur le rôle de la #RSE dans les drames environnementaux comme celui de Brumadinho au Brésil. Merci @capelleblancard
1095623617034022912,spam,publicité,Le site de @mouv lance 6 nouvelles webradios 🔊 https://t.co/Jwpv3c7OrU via @Offremedia https://t.co/oCt4VNtpqe
1095623621219942400,spam,conversation,"@PhobieMa Ok, super ! Effectivement, d'expérience également, c'est moins une question de structure que d'interlocuteur 🙂 J'ai vu qu'il existait des structures privées aussi, mais je n'ai pas osé franchir le pas de la porte... En tout cas, il faut y croire et savoir se laisser porter ! 😉"
1095623625418436608,spam,conversation,@ParisMatch pourquoi il y avait un fenwik en pleine manif dans la rue qui la mis???????
1095623625430962176,spam,conversation,@ShettyShet c'est partiiiiii :) https://t.co/fGngV4kzTo
1095623629608570882,spam,conversation,t’es en bail ? — 🤫🖤 https://t.co/JrwqCHvPST
1095623629621157888,spam,conversation,"POTAGE * RISOTTO AUX PETITS LÉGUMES, A LA RUSSE &amp; CURCUMA, Légume du Jour ou Salade * FRUIT"
1095623629633712128,actualité,actualité,Le sport en période de froid comment ça se passe ? #HiverSport https://t.co/ODhDZOGGZd https://t.co/HCIfQhehSO
1095623638018084864,spam,conversation,"@Ephyzio (Même si c'est méga cool la procédure, il faut en faire plein! :D )"
1095623638001352705,spam,conversation,"@presqueparfaite Tu veux vraiment pas que j enlève le ""presque"" 😂"
1095623638005567489,spam,conversation,@EEylau Je vois bien aussi une vidéo sur les clichés qui collent à la peau des auteurs ;) Ta chaîne est sympa et j'aime bien ta voix toute douce. C'est agréable.
1095623650592649216,spam,conversation,@Jehan_Menthion @IanBrossat Veuillez donc causer de ce que vous connaissez et ne pas le faire à la place des habitants des villes concernées. Merci.
1095623654795145217,spam,other spam,@urnesasity si que YIEEEEE
1095623663163006976,spam,publicité,"Retrouvez notre dernière sélection de biens immobiliers aux Etats-Unis et au Canada, sur notre newsletter 🏡
https://t.co/2TSQqJN8VL

Inscrivez-vous à la Newsletter d'Altitude International Realty 🇺🇸🇨🇦 --&gt;  https://t.co/DWhQGSzWxc"
1095623663196475392,spam,publicité,#LogementNeuf : quel délai attendre pour revendre ? https://t.co/ZaXwniB1Hl https://t.co/FE2AfGwFIx
1095623675741720578,actualité,reaction,"@ZeldaDorant Mais ça n'empêchera pas les gamins de continuer à jouer à Fortnite. Apex aura son public, même moi je vais continuer d'y jouer un moment. Mais Fortnite est trop gros et trop populaire pour pouvoir tomber."
1095623688349724672,spam,conversation,Compliqué de trouver une paire de chaussure quand tu fais du 42
1095623692548222977,actualité,reaction,"@pierrhu @MadjidFalastine @Vanneur Porter un voile, comme porter un turban, une croix ou encore une kippa, ne peut être considéré comme du prosélytisme. Le principe de laïcité garantie la pratique religieuse de chacun en public et son respect par autrui. C’est ce qu’il faut apprendre à nos enfants. #VivreEnsemble"
1095623692527255552,spam,conversation,ca fait 3 fois jouvre le frigo pr regarder tt cquil y a dedans pr enft le fermer psq g pas faim😔
1095623696713166848,spam,publicité,"Bon plan : Free Mobile prolonge son forfait 50 Go à 8,99€..."
1095623700932628482,spam,conversation,@Tommy_Gms @lisatheau Psq tu fais la star ?
1095623700932628483,spam,bot,Qui veut me #baiser mon petit #cul ? : https://t.co/I5X0hSLhV3 https://t.co/mlqRwCSoNz
1095623705114435585,spam,other spam,#Rowley police arrest couple on larceny charges. https://t.co/oFOknVFrKV
